q_Q1,q_Q2,q_Q3,q_Q4,q_Q5,q_Q6,q_Q7,q_Q8,q_Q9,q_Q10,q_Q11,q_Q12,q_Q13,q_Q14,q_Q15,q_Q16,q_Q17,q_Q18,q_Q19,q_Q20,m_score,m_gender,m_age,seconds_elapsed
2,4,2,1,2,2,2,4,1,2,1,5,5,2,5,2,5,5,4,0,80,1,55,303
2,2,2,4,2,1,1,2,4,4,2,3,2,2,2,2,2,2,4,1,56,1,49,134
4,1,4,5,4,5,2,5,5,2,1,4,4,1,4,2,1,2,5,1,62,2,15,147
4,3,2,2,4,2,2,3,2,2,2,3,4,2,4,2,3,4,5,2,75,2,22,263
4,5,3,1,4,3,2,5,3,4,1,5,4,2,4,3,2,4,5,3,77,1,15,126
1,1,5,5,3,5,5,1,5,5,1,4,1,5,1,5,5,1,5,1,37,1,14,171
4,3,4,3,2,3,3,2,4,3,2,4,3,3,4,4,3,4,5,2,61,1,16,131
3,4,5,4,4,3,1,2,4,2,1,2,1,3,3,5,3,3,5,2,58,1,18,173
4,4,5,4,2,2,1,2,5,2,2,3,3,2,1,5,1,2,4,2,54,1,34,243
5,3,2,1,5,2,1,2,2,3,1,2,4,2,4,3,1,3,4,2,72,1,20,161
5,5,2,2,4,2,1,5,2,1,1,4,5,1,5,2,1,4,5,2,85,1,19,163
2,4,4,3,3,4,3,4,4,4,2,3,4,3,4,4,4,4,3,2,60,1,21,118
3,2,3,1,2,3,2,4,3,2,4,5,5,1,5,5,2,4,2,3,67,1,45,178
4,5,4,3,4,3,2,4,4,4,3,4,4,3,4,4,3,4,4,4,68,1,23,152
4,4,2,2,4,3,2,4,4,3,2,4,3,2,4,2,4,4,4,2,73,1,19,72
2,3,2,4,4,2,2,3,3,3,2,4,2,3,2,2,2,4,5,3,65,1,20,151
3,3,2,4,3,2,2,4,3,2,2,2,2,4,4,4,2,2,5,3,62,1,19,186
5,4,3,4,4,1,1,3,4,2,2,4,4,2,4,2,1,4,3,2,71,1,35,144
3,1,3,3,2,2,4,4,5,5,3,4,2,3,4,2,2,2,2,1,51,1,46,265
5,5,1,2,4,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,94,1,14,148
2,2,2,3,4,2,1,2,4,4,2,3,2,2,2,2,2,2,4,2,59,1,17,192
2,1,5,4,2,3,4,1,4,5,4,2,2,4,1,3,4,2,4,2,41,2,62,263
4,3,4,2,3,3,2,4,4,3,1,5,4,1,2,3,1,3,3,2,65,1,18,161
2,4,3,3,2,3,2,2,4,3,2,2,1,3,3,4,3,3,5,1,55,2,23,272
3,4,4,2,4,2,2,4,4,3,2,3,4,3,4,2,2,4,4,2,68,1,20,244
2,4,4,2,3,2,3,4,4,4,2,3,2,2,3,2,2,4,4,2,62,1,20,150
4,2,2,2,4,2,2,2,4,3,2,4,2,2,2,2,2,4,3,4,66,2,61,496
3,1,5,1,4,2,2,4,5,5,1,4,2,2,1,5,2,4,3,2,56,1,22,229
4,4,3,4,2,2,3,3,4,4,2,4,3,3,4,2,2,3,3,2,61,1,18,121
5,5,3,2,4,3,1,4,4,2,2,5,4,1,4,2,5,3,4,3,80,1,44,278
5,5,1,1,5,1,1,5,1,1,1,5,5,2,5,5,2,5,5,5,92,1,17,107
2,1,3,3,4,5,3,2,5,3,2,4,2,2,1,2,3,2,5,2,54,1,17,124
1,1,5,5,1,5,5,1,5,5,5,1,1,5,1,5,1,1,1,1,20,1,17,75
4,4,3,2,2,2,2,4,4,2,2,5,4,2,3,2,2,4,4,2,71,1,17,245
4,3,2,4,2,2,2,3,3,4,2,4,3,3,3,2,2,4,4,2,64,1,35,151
2,2,2,2,2,2,2,2,4,4,2,4,2,4,4,4,2,2,4,2,56,1,24,171
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,24,266
3,4,2,2,4,3,1,4,3,2,1,4,3,2,4,2,2,3,5,4,76,1,19,156
3,3,2,2,4,3,1,4,3,3,2,4,3,2,3,2,2,3,5,4,72,1,19,233
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,21,180
4,4,2,4,4,2,2,4,5,2,2,2,2,2,4,4,2,4,4,3,66,2,28,219
4,2,4,4,4,5,3,2,5,4,2,4,2,3,3,5,2,2,1,1,46,1,44,198
4,4,2,1,4,4,3,3,3,2,2,5,2,2,3,4,2,3,3,1,65,1,21,128
3,2,2,2,4,2,2,4,4,4,1,5,4,2,2,2,2,4,5,4,72,1,37,236
3,4,5,2,5,4,2,1,5,3,2,2,2,1,4,4,2,5,4,1,59,1,24,193
2,3,2,4,2,3,2,2,4,4,2,3,1,2,4,3,3,4,5,4,61,1,38,241
3,3,3,2,4,1,1,2,2,2,1,5,3,2,0,3,1,3,3,3,67,1,26,110
4,4,1,2,3,1,1,4,2,2,2,4,4,1,4,1,1,4,4,2,79,1,15,246
5,4,2,1,5,1,2,4,2,3,1,5,5,3,5,1,2,4,5,3,85,1,15,174
4,5,4,3,4,2,2,4,4,3,2,4,4,3,4,2,4,4,5,4,75,1,77,199
2,2,2,4,5,4,1,5,5,3,3,2,1,2,4,0,5,5,5,4,70,1,20,238
3,3,4,5,2,5,5,3,5,5,2,4,2,1,1,1,5,4,5,3,56,1,23,407
2,2,4,3,2,3,0,1,5,4,2,3,2,2,4,5,3,4,2,4,55,1,37,162
4,4,5,5,2,2,1,1,5,5,2,1,1,5,2,4,5,4,5,1,50,1,16,235
2,4,2,3,4,3,2,0,4,3,1,3,2,3,2,2,2,4,4,2,60,2,21,126
4,4,4,3,4,1,2,3,4,1,1,4,2,1,2,2,2,4,4,3,71,1,21,146
2,3,3,4,3,2,2,2,4,4,2,3,3,3,4,3,2,3,4,2,58,1,16,260
5,3,3,1,4,1,1,2,3,3,1,2,2,3,3,3,4,4,4,3,71,1,22,315
4,3,2,4,4,2,2,2,3,2,3,4,1,2,3,2,1,5,5,3,67,1,23,235
5,4,1,1,4,2,2,2,3,3,1,4,1,2,4,1,5,2,5,5,79,1,17,149
2,1,4,3,3,2,2,2,4,4,1,2,2,2,2,4,3,2,4,2,53,1,63,174
2,4,4,2,4,3,3,4,4,4,1,4,3,2,5,2,2,5,2,1,65,1,29,166
5,3,2,1,4,3,4,3,4,2,1,5,3,2,4,2,1,4,4,3,72,1,18,246
4,5,1,1,5,1,1,5,1,1,1,1,5,1,5,1,5,5,5,5,95,1,47,610
5,5,1,1,5,1,1,5,2,1,1,1,5,1,5,1,5,5,5,5,95,1,45,687
2,5,1,1,2,1,1,2,1,3,2,2,1,3,5,2,5,5,5,2,75,1,30,1014
5,5,1,1,5,2,1,5,1,1,1,5,5,2,5,1,1,5,5,1,90,1,30,378
5,4,2,2,4,2,3,4,3,2,3,4,1,1,4,2,2,4,4,4,74,2,21,117
3,4,4,4,3,1,1,3,3,3,2,2,1,1,4,3,3,1,4,1,61,1,29,247
2,2,3,3,2,4,2,2,4,4,1,1,2,2,2,2,3,4,4,1,54,1,21,298
3,1,5,1,3,1,1,3,1,4,1,5,5,1,3,3,3,5,5,5,77,1,23,94
5,4,4,1,4,2,2,4,3,2,1,5,4,2,4,2,2,4,5,2,78,2,22,137
3,1,4,2,4,2,1,4,3,4,1,3,1,2,4,1,2,4,1,1,62,1,16,164
4,5,2,1,5,2,2,2,3,3,1,5,4,1,5,2,1,4,5,4,81,1,17,133
4,2,5,5,1,4,2,2,3,2,2,4,1,5,4,4,2,2,4,1,49,2,20,129
3,2,4,3,2,5,3,4,5,4,3,3,3,2,3,3,1,5,4,3,55,2,15,248
2,3,2,1,2,4,2,5,2,2,1,2,2,4,4,5,3,2,4,2,62,1,17,178
1,2,4,4,2,4,2,3,5,4,2,4,2,4,3,2,3,2,2,1,48,2,22,143
4,4,4,2,4,3,1,2,4,4,2,4,2,2,2,2,2,4,5,4,67,2,18,590
4,4,5,2,5,1,1,4,5,4,1,2,1,2,1,5,2,2,4,1,58,1,30,176
5,3,5,1,5,1,1,4,5,2,1,2,1,2,2,5,2,2,4,1,62,1,30,311
1,2,3,4,4,4,2,2,5,5,2,2,2,2,2,3,4,2,5,1,51,2,22,204
4,1,2,1,4,4,5,5,4,5,1,4,5,1,3,1,3,2,5,5,71,1,18,214
1,3,3,3,2,4,3,3,5,5,3,4,2,3,1,3,3,3,5,2,51,3,26,171
1,1,2,1,5,3,2,5,4,4,1,4,4,1,3,2,1,5,5,3,71,1,22,174
4,5,3,2,5,2,2,2,3,2,1,5,5,2,5,2,2,5,5,5,83,1,39,166
1,1,4,3,1,3,1,1,5,3,4,2,1,4,2,5,4,2,3,1,41,1,27,189
4,5,2,2,5,2,2,2,2,2,2,1,5,3,5,2,2,4,5,4,77,1,39,166
4,5,2,2,5,2,2,2,2,2,2,1,5,3,5,2,2,4,5,4,77,1,39,174
4,4,3,3,4,1,2,2,2,2,1,4,3,2,3,2,2,4,5,2,73,1,15,111
5,5,1,3,5,0,1,4,2,1,2,5,3,2,4,2,1,4,3,4,83,1,17,162
2,0,0,1,4,2,2,3,1,3,1,4,2,2,4,3,3,2,5,1,69,1,26,210
4,5,2,3,4,2,2,3,4,3,3,4,4,1,4,2,1,4,5,1,71,1,20,81
4,2,4,4,3,2,1,2,4,3,2,3,2,2,4,4,3,3,5,1,60,2,18,159
2,3,1,4,2,4,3,2,5,4,1,3,2,4,4,2,4,4,5,3,60,2,46,137
2,2,4,4,4,4,4,2,5,4,2,4,2,4,2,2,2,2,1,3,47,2,65,224
3,4,4,2,3,3,2,4,4,3,1,4,4,2,4,2,2,4,5,3,71,1,13,130
3,4,4,2,3,3,2,4,4,3,1,4,4,2,4,2,2,4,5,3,71,1,896745,647
2,2,4,4,2,2,4,1,4,4,3,2,4,1,2,4,4,4,5,1,53,1,38,323
4,5,1,2,5,3,1,4,1,2,1,4,5,4,4,2,2,4,5,4,83,1,18,281
2,1,4,4,1,5,4,1,5,5,2,2,1,4,2,5,4,1,4,1,36,2,55,531
3,5,5,4,5,4,2,5,5,2,1,5,4,1,4,3,2,3,5,1,69,2,18,143
3,3,1,1,5,1,1,3,1,2,1,2,1,3,3,2,1,4,5,3,74,1,26,160
2,4,5,5,2,4,4,2,5,4,4,4,2,3,2,3,2,2,4,3,46,1,50,218
2,4,2,2,4,1,1,2,2,2,1,2,2,2,4,2,2,4,4,2,71,1,29,226
4,3,3,1,5,3,2,3,4,2,1,5,3,1,2,1,1,4,2,2,70,2,32,204
2,1,5,4,2,5,3,4,5,4,1,4,2,4,3,3,2,3,3,2,48,1,27,278
5,5,1,2,4,1,1,4,1,1,1,5,5,2,5,1,1,5,3,5,90,1,22,173
4,3,3,4,2,4,3,4,5,4,2,3,3,4,3,1,3,3,4,2,58,2,27,163
5,4,4,3,1,1,1,4,3,2,1,4,1,1,4,2,1,3,2,1,66,1,21,108
4,4,4,2,5,2,1,5,2,2,1,5,2,3,4,3,2,4,5,2,76,2,14,123
2,3,3,4,2,2,2,3,3,2,2,3,2,3,3,3,3,2,4,1,58,1,23,170
5,4,5,4,4,2,4,2,5,1,1,4,5,1,4,1,1,5,3,5,72,1,19,335
4,2,3,1,3,3,2,1,3,2,1,1,3,1,2,4,4,1,5,3,63,2,20,454
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,5,1,5,5,5,92,1,19,1732
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,5,1,5,1,5,88,1,19,1751
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,5,1,5,5,5,92,1,19,1763
5,5,1,1,5,1,1,5,1,5,1,5,5,1,5,5,1,5,5,5,88,1,19,1778
1,3,4,2,3,3,2,4,4,2,1,5,4,2,4,2,1,3,5,4,69,1,30,203
5,1,4,3,4,3,2,3,5,5,2,3,2,2,1,4,1,5,5,4,58,2,25,138
1,1,5,3,3,5,4,1,5,5,2,3,1,2,2,4,4,3,3,1,42,2,29,532
2,4,3,4,2,3,1,4,3,4,4,2,4,3,3,4,2,4,4,4,60,1,47,203
1,1,3,2,2,2,2,2,3,4,1,5,2,2,2,3,2,4,5,2,60,1,37,414
3,4,3,1,4,1,2,4,3,3,1,5,3,2,4,2,3,4,3,3,76,2,23,154
2,2,4,3,5,5,5,1,5,5,1,3,5,3,3,4,2,5,3,4,54,1,29,183
4,4,3,3,5,2,1,2,3,2,1,4,2,2,4,2,1,4,5,2,72,1,26,214
3,4,2,2,4,2,1,3,4,4,2,4,4,3,4,4,2,4,5,2,69,1,29,167
4,3,3,2,4,5,2,4,4,2,2,2,4,2,2,4,3,5,5,4,68,2,17,153
5,4,3,1,5,2,2,5,4,2,1,5,5,1,3,1,1,5,2,1,78,2,46,152
4,2,2,4,4,1,1,2,4,1,1,4,3,2,3,2,1,5,5,1,70,1,37,237
1,2,4,4,4,5,4,3,5,4,2,1,1,2,3,2,3,3,5,1,49,1,31,162
2,2,4,4,1,5,5,3,5,5,5,3,4,3,2,2,4,4,5,3,49,1,45,139
2,4,5,4,5,2,2,5,5,2,2,4,4,2,4,2,3,4,5,1,69,2,18,89
2,1,2,1,5,2,2,2,4,2,1,5,5,1,1,1,1,4,5,3,72,1,15,145
4,2,4,4,2,5,5,2,4,2,4,4,3,4,3,4,4,3,3,4,52,1,51,309
2,2,4,2,4,4,3,2,4,5,5,5,3,4,1,3,5,2,5,2,53,1,26,140
5,3,3,4,3,4,3,4,4,4,3,4,4,2,3,3,2,3,4,4,63,1,20,113
3,4,2,3,4,1,1,4,2,2,1,5,4,2,4,2,2,4,5,3,80,1,36,157
4,2,3,3,2,4,2,3,5,5,3,2,5,3,1,5,4,5,4,2,55,1,23,254
4,4,3,2,2,2,1,4,2,1,1,4,3,1,4,1,2,4,5,2,78,1,33,310
4,5,2,2,4,2,1,4,3,5,1,5,4,1,5,2,2,5,5,3,81,1,41,187
1,2,5,4,1,5,4,3,5,5,3,3,1,3,1,5,4,2,3,3,39,1,20,111
2,2,4,3,1,3,3,2,5,3,3,2,1,3,3,4,4,3,4,2,49,1,35,193
2,2,4,2,4,3,2,2,4,4,2,5,2,3,4,2,2,3,5,2,61,1,41,189
5,5,3,2,4,2,1,2,3,3,2,4,3,2,5,3,3,4,5,2,75,1,15,138
5,4,4,3,4,4,3,4,3,2,3,4,2,2,3,4,4,4,4,2,66,2,25,218
4,4,4,4,5,2,2,4,4,2,2,4,2,4,4,4,2,4,4,2,65,1,21,118
4,5,5,4,4,2,1,2,4,1,1,2,2,1,5,2,1,4,4,1,67,1,25,214
3,4,2,2,4,4,2,1,4,4,2,2,4,2,4,2,4,4,4,4,68,1,27,427
4,5,2,1,4,3,1,1,2,2,2,4,4,2,5,4,5,4,4,4,79,1,27,174
2,4,4,5,2,3,2,1,4,2,2,2,1,4,4,4,4,2,4,1,51,2,20,93
2,2,5,3,3,4,3,4,5,4,2,2,2,3,2,2,3,3,3,3,52,2,28,233
5,5,3,1,5,1,2,5,3,1,2,5,3,2,5,1,1,3,3,4,82,2,22,91
3,4,1,5,2,4,1,2,2,2,1,4,2,4,4,4,3,5,4,1,64,1,61,259
2,4,2,5,3,4,1,2,3,2,1,4,2,4,4,4,3,5,4,1,62,1,61,512
4,3,4,5,5,5,5,1,5,4,1,5,5,1,2,3,1,5,5,5,62,1,42,177
3,2,4,4,4,3,2,3,4,3,2,4,4,1,0,4,2,4,4,4,61,2,55,101
4,4,2,1,5,1,2,4,2,2,1,5,4,1,5,3,2,5,5,4,86,2,39,123
4,4,3,4,4,3,2,4,3,2,1,4,4,2,4,2,3,0,4,2,69,2,19,138
4,2,2,3,5,1,2,4,4,3,1,4,4,3,2,2,3,4,5,3,73,2,15,221
2,2,2,3,2,1,1,2,2,3,2,4,4,2,4,2,2,4,5,4,71,2,41,102
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,0,91,1,22,141
5,5,3,2,4,1,1,4,3,1,2,5,4,2,3,1,2,5,4,3,82,2,19,96
4,3,1,2,3,2,2,2,2,3,1,4,4,1,4,1,2,3,3,3,74,1,19,730
5,3,3,4,4,4,1,4,3,2,1,2,4,1,4,4,1,2,5,4,69,1,24,185
3,5,4,2,2,2,1,3,5,4,2,5,3,3,4,5,2,5,3,1,62,1,23,327
3,4,4,4,4,5,2,2,3,2,1,4,4,1,4,2,4,4,1,1,65,1,21,273
2,4,2,4,4,3,3,2,4,2,1,2,1,2,3,3,1,4,1,3,57,1,35,450
4,5,2,1,4,3,1,4,3,2,1,5,4,1,4,2,1,4,5,5,83,2,19,157
2,2,4,1,5,3,2,4,4,4,1,4,3,3,2,2,4,3,4,3,66,1,18,249
3,2,3,3,2,3,2,3,2,4,2,4,2,4,3,3,3,4,4,3,61,1,33,245
3,4,3,3,4,2,2,4,2,2,5,5,4,2,5,3,2,3,5,3,72,2,42,97
4,5,2,1,5,2,1,2,2,2,1,5,4,2,4,2,2,4,5,2,81,1,28,227
2,2,3,4,3,4,2,2,5,4,3,2,1,4,3,4,2,1,4,1,44,1,31,263
1,1,4,2,4,5,4,5,4,4,1,5,4,2,1,1,3,2,4,4,61,2,29,126
2,2,3,1,5,2,2,5,3,4,1,4,2,1,2,4,5,4,5,1,70,2,25,256
3,2,5,2,4,3,2,3,4,4,2,5,4,2,4,2,2,2,4,2,63,1,15,96
2,2,4,4,2,4,4,4,5,4,2,2,2,3,4,4,2,4,5,1,50,2,29,135
4,4,3,3,3,3,2,3,3,3,3,4,4,3,3,2,2,3,5,2,66,2,39,129
2,1,3,4,4,5,3,3,5,5,1,2,1,3,2,4,4,3,4,3,50,1,25,160
4,4,2,4,4,2,2,3,4,2,2,4,2,2,0,1,2,4,2,4,66,1,25,124
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,1,92,1,22,192
5,2,4,4,5,2,2,2,4,4,4,4,4,2,2,4,4,2,2,2,58,2,20,370
4,4,1,1,5,2,2,4,3,2,1,4,4,1,2,3,2,4,5,3,79,1,16,141
5,5,1,2,4,1,2,5,3,2,5,5,5,2,5,5,0,1,2,3,71,1,34,368
4,2,4,4,4,5,4,2,4,4,3,2,2,2,2,4,4,4,4,3,53,1,56,279
3,3,4,4,2,4,2,2,4,4,3,5,4,2,3,3,2,3,5,2,58,1,23,115
3,5,2,1,5,2,2,5,5,1,1,5,4,1,5,2,5,4,5,4,87,1,35,162
4,4,4,4,4,5,2,4,5,4,4,4,2,4,3,3,3,4,1,1,53,2,20,171
4,4,2,1,5,1,1,5,2,3,1,5,4,1,3,2,3,4,4,3,84,2,15,149
2,2,3,4,3,4,2,2,5,5,1,4,2,3,4,2,1,3,5,1,54,2,42,190
4,2,2,3,4,5,5,4,4,4,1,4,4,1,4,1,3,4,5,2,68,2,15,76
4,4,2,2,4,2,2,4,3,2,2,5,3,2,4,2,4,4,4,3,78,1,31,145
3,4,2,4,4,2,2,2,4,4,3,4,2,2,4,4,2,4,4,2,62,2,30,178
4,4,2,4,4,5,5,2,5,4,3,4,2,2,3,5,4,4,5,2,57,1,23,181
4,3,2,2,3,2,2,3,3,3,2,3,4,2,4,1,2,4,5,0,70,1,13,175
2,1,4,4,1,5,5,1,5,4,3,1,1,4,1,4,1,1,3,1,30,2,33,386
1,5,5,2,3,4,5,3,5,5,2,2,1,3,2,4,1,4,2,3,46,1,56,427
4,4,4,1,4,1,1,3,4,3,1,5,2,2,3,2,1,2,5,4,72,2,29,248
4,4,3,2,4,2,3,4,4,3,2,4,2,2,2,2,2,4,4,4,69,2,40,221
2,2,5,4,2,4,3,2,5,4,3,1,2,3,3,2,2,1,2,1,41,2,22,237
4,2,4,4,5,5,4,3,4,4,4,3,2,4,3,4,3,2,2,1,47,2,21,322
4,4,2,2,4,1,2,5,3,3,1,4,4,2,4,2,2,4,2,4,77,1,27,354
4,4,4,4,2,2,2,2,3,2,2,2,1,4,3,5,2,2,4,1,53,2,15,160
3,2,4,4,4,2,2,1,5,4,2,2,2,2,4,4,2,2,4,2,53,1,41,258
5,1,3,1,1,4,1,1,3,5,2,5,5,2,5,5,3,1,3,4,62,2,26,802
5,1,3,1,1,4,1,1,3,5,2,5,5,2,5,5,3,1,3,4,62,2,26,965
2,4,2,4,5,4,1,2,5,4,2,4,4,2,4,4,2,2,4,2,61,1,17,212
5,5,4,1,1,3,2,4,4,2,2,4,4,2,4,4,4,2,4,2,69,1,20,98
3,5,3,2,5,1,1,1,1,4,2,5,5,1,4,1,1,5,5,5,82,1,21,185
4,4,3,3,4,1,1,3,3,2,1,4,2,2,3,2,2,3,5,2,72,1,34,252
5,5,2,2,2,1,1,2,4,2,1,4,5,1,5,2,1,5,5,1,78,1,23,176
4,0,1,1,5,1,1,4,4,1,1,5,4,2,3,1,1,4,5,2,78,1,19,128
3,4,5,3,4,2,2,2,4,3,1,4,3,3,4,4,2,4,4,2,63,2,31,161
4,5,3,4,4,5,2,1,3,5,4,2,1,2,4,4,3,2,5,5,58,1,19,211
4,4,4,3,4,3,2,3,4,4,2,3,4,2,4,3,3,4,4,3,67,1,28,233
4,1,3,3,4,3,2,4,3,4,2,4,4,3,4,3,3,4,4,2,66,1,24,392
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5,96,1,22,95
4,5,4,4,3,5,3,4,5,5,2,5,3,2,2,2,1,3,2,5,59,1,25,643
3,4,3,2,3,2,3,3,5,5,2,4,2,2,3,3,3,3,4,1,60,2,20,157
2,4,3,2,4,2,1,4,3,2,1,4,3,2,4,3,1,4,5,3,73,1,32,166
3,4,3,2,5,2,2,3,1,2,1,4,4,3,4,1,4,4,5,2,79,1,37,199
5,4,1,1,5,1,1,5,2,2,1,5,5,1,4,1,2,5,5,2,90,2,30,162
4,2,1,2,4,1,1,2,2,1,1,2,1,1,4,2,1,1,5,3,71,1,32,315
4,5,4,3,4,5,5,1,5,4,4,4,4,4,5,5,1,2,3,1,49,1,20,193
4,3,4,3,4,4,4,2,3,4,2,5,3,2,2,3,2,3,2,2,57,1,24,95
5,5,3,3,4,3,3,1,1,4,3,3,5,5,5,5,1,1,2,2,58,1,13,139
4,3,2,3,4,4,3,4,4,2,3,4,2,2,4,4,2,2,4,2,62,1,25,251
4,5,3,2,5,2,1,4,3,2,1,5,5,1,3,2,4,4,4,4,84,2,25,139
4,5,2,1,5,1,1,5,1,1,1,5,3,1,5,1,1,5,5,5,92,1,14,95
1,4,2,1,1,1,1,5,2,2,1,5,5,1,3,2,1,5,4,4,79,2,13,180
1,4,4,4,1,4,2,2,5,4,1,1,1,4,4,4,2,4,5,1,48,1,41,185
5,1,1,2,5,1,1,5,1,2,2,5,5,1,5,2,1,5,5,5,88,1,14,9395
5,5,3,2,4,5,1,4,3,2,1,4,4,2,2,1,2,5,5,3,77,1,27,471
2,3,5,4,2,4,2,2,3,4,2,1,2,3,3,4,2,3,3,1,47,2,21,122
4,3,1,1,5,2,3,4,2,3,1,5,4,1,4,1,2,5,5,4,84,1,21,204
2,4,2,3,4,1,2,4,4,2,2,5,4,2,4,2,1,4,4,1,71,2,19,388
4,2,3,2,2,1,1,2,3,2,1,5,4,2,5,2,1,4,4,3,73,1,18,211
4,4,2,3,4,2,0,2,4,2,1,4,2,1,2,5,2,2,4,1,65,1,34,153
2,2,2,4,2,5,3,2,4,3,2,2,2,4,3,2,4,2,5,3,54,2,26,241
4,1,4,2,4,5,2,2,3,3,2,5,4,3,2,2,3,4,4,4,65,2,21,289
1,1,4,4,2,3,2,2,5,4,2,0,2,3,3,2,1,4,4,1,46,2,27,173
3,4,3,4,2,2,2,2,2,2,2,4,3,2,4,2,2,4,4,3,68,1,63,192
4,1,4,2,4,5,2,2,3,3,2,5,4,3,2,2,3,4,4,4,65,2,21,3851
3,2,1,1,4,1,4,1,2,4,1,5,4,1,4,4,1,4,5,3,71,1,14,135
5,2,4,2,5,5,2,4,3,3,2,5,4,3,2,2,4,5,5,4,73,2,21,139
3,5,3,1,4,2,2,2,3,1,1,4,0,2,3,2,2,4,4,2,70,2,27,2016
3,4,4,2,4,1,1,4,3,2,1,5,4,2,5,3,1,5,5,5,80,1,18,403
2,4,4,3,4,4,3,1,4,2,1,2,1,3,5,3,2,3,5,1,57,2,20,112
4,4,4,3,2,4,4,2,4,2,2,2,2,2,2,1,4,3,2,1,56,2,32,102
3,4,4,5,3,5,2,3,5,4,1,1,1,2,2,2,3,2,5,1,52,1,25,241
3,4,2,1,4,2,2,2,3,1,1,2,4,2,3,2,2,4,4,2,72,1,33,164
5,5,4,1,5,1,1,5,4,1,1,5,2,1,5,1,1,5,5,5,87,1,16,217
3,4,2,3,4,2,2,3,3,3,2,4,4,4,4,2,2,4,4,3,70,1,43,151
4,4,3,2,5,3,3,3,4,5,2,4,2,3,4,4,4,3,3,3,64,2,19,243
5,3,2,2,4,1,2,2,2,2,1,4,4,1,5,3,1,5,3,4,78,1,30,380
5,5,4,2,5,2,2,5,3,1,2,5,5,2,3,2,5,4,5,5,86,2,25,157
3,3,4,4,2,3,3,1,4,4,2,2,2,2,4,4,2,2,3,2,50,2,28,283
5,4,3,1,5,2,1,5,2,2,2,4,5,1,3,1,1,5,4,5,85,1,15,281
3,1,5,4,2,1,1,1,5,5,3,1,1,3,1,5,5,1,1,1,40,3,32,149
4,4,3,1,5,2,1,4,2,2,2,5,5,1,4,2,2,3,4,1,79,1,36,220
3,2,4,4,5,2,2,4,4,2,2,2,2,1,2,2,4,4,4,2,65,1,24,244
0,3,2,3,4,1,1,4,1,1,2,4,5,1,4,1,1,4,5,3,78,1,23,148
5,5,4,3,5,2,1,5,4,1,1,5,4,2,3,3,2,4,5,3,79,0,21,247
2,1,4,4,2,4,4,4,5,4,2,4,2,2,4,2,4,2,5,4,57,1,40,196
4,5,2,2,3,1,1,1,3,2,1,4,5,1,3,1,1,4,2,3,75,2,48,278
2,3,3,3,4,2,1,4,2,3,1,3,3,2,3,1,1,3,4,2,68,1,25,82
3,2,4,4,3,3,3,3,4,4,3,4,2,3,3,3,3,2,3,2,53,1,58,461
3,2,2,2,4,1,2,4,3,3,3,4,4,2,3,2,1,4,3,2,68,1,22,169
5,5,2,2,5,2,1,4,2,5,2,5,4,2,4,2,2,2,2,4,76,1,50,139
1,1,5,5,1,5,5,1,5,5,5,1,1,5,1,5,5,1,1,1,24,1,24,1118
2,5,3,1,2,2,1,2,5,3,1,1,1,1,3,2,2,2,5,5,65,2,19,154
4,2,4,4,2,4,2,4,5,4,2,2,2,3,4,4,4,3,4,2,55,2,35,252
2,3,3,3,3,2,2,2,3,2,2,4,4,3,4,3,2,3,4,2,64,2,17,114
2,2,3,3,4,2,1,2,3,2,3,2,2,2,2,4,1,4,5,2,59,1,26,193
5,5,5,1,5,1,1,3,3,1,2,3,3,2,4,1,3,5,5,3,81,2,16,128
0,2,3,2,4,2,2,4,2,2,1,5,3,4,1,2,4,4,4,5,70,2,50,231
4,4,3,1,4,3,2,2,4,4,2,4,3,2,2,2,0,1,2,4,61,1,53,167
1,4,3,1,5,4,2,4,4,4,1,5,4,1,1,3,5,1,1,1,63,1,29,121
5,5,2,3,5,2,2,5,2,5,2,5,5,5,5,5,5,4,2,0,72,2,13,155
4,4,2,2,5,1,5,5,3,2,1,5,5,1,5,1,1,4,5,2,81,2,30,131
4,4,2,3,2,2,1,5,2,4,2,4,4,2,5,4,4,5,5,2,76,1,15,298
4,5,2,2,3,1,2,3,3,4,2,5,2,3,3,1,3,3,5,2,72,2,16,449
3,4,4,4,4,2,2,1,4,4,3,3,1,2,3,2,2,4,4,3,59,1,33,169
2,4,3,3,3,5,4,3,5,4,2,3,3,1,2,3,3,3,4,2,56,2,20,274
2,4,4,2,2,5,3,2,5,4,1,1,2,5,3,4,4,4,5,3,53,2,20,227
2,4,4,4,3,4,3,3,4,3,2,4,3,2,4,4,3,4,3,2,59,2,20,127
4,4,3,3,5,2,1,3,4,1,2,4,4,2,3,2,2,5,5,5,78,1,21,188
