q_Q1,q_Q2,q_Q3,q_Q4,q_Q5,q_Q6,q_Q7,q_Q8,q_Q9,q_Q10,q_Q11,q_Q12,q_Q13,q_Q14,q_Q15,q_Q16,q_Q17,q_Q18,q_Q19,q_Q20,m_score,m_gender,m_age,seconds_elapsed
5,5,1,1,4,1,1,5,1,1,1,5,5,2,5,1,1,5,1,5,90,1,25,411
5,4,1,2,5,3,2,4,4,1,1,5,5,3,4,4,2,4,5,2,78,1,30,217
5,5,1,2,5,1,1,5,2,1,1,5,5,2,5,1,4,4,2,5,92,1,28,560
2,3,4,5,3,4,2,4,4,4,3,2,2,4,4,2,4,4,4,1,55,2,30,148
2,1,2,4,2,4,3,1,5,4,3,1,1,3,2,4,4,1,2,1,40,2,32,435
4,4,4,2,4,2,2,4,2,2,2,4,4,2,4,2,2,4,4,2,74,1,49,169
5,2,4,2,4,1,1,3,2,2,2,5,4,2,2,3,2,4,5,4,75,2,42,299
5,5,2,1,5,2,1,5,1,1,1,5,2,1,5,2,1,5,5,5,90,1,83,873
5,3,3,2,2,4,2,2,4,4,2,4,3,2,2,3,2,2,4,2,59,2,15,199
1,2,2,5,2,4,1,3,4,4,4,1,3,2,4,1,2,4,3,3,55,1,53,473
3,3,4,3,3,4,3,2,4,4,2,3,1,3,3,3,3,2,2,1,50,1,24,112
2,2,4,4,4,2,2,4,2,4,2,2,2,3,4,4,2,4,2,1,56,1,48,167
5,2,1,4,4,1,1,1,1,1,1,5,1,2,4,4,1,4,1,4,70,1,28,482
5,1,1,1,5,1,1,5,1,1,1,5,5,1,5,5,1,5,1,5,84,1,28,183
2,3,3,4,2,4,2,3,4,4,3,2,2,3,3,4,2,3,4,3,52,1,39,129
2,1,4,3,1,3,1,1,3,5,3,5,1,1,1,3,3,5,1,2,51,2,58,204
3,4,2,3,3,2,2,4,3,2,2,4,2,2,3,2,3,4,2,4,70,1,40,469
4,5,2,4,5,1,1,5,3,2,1,4,5,2,4,2,4,5,5,2,84,1,19,378
3,4,4,3,4,4,2,2,4,4,2,4,4,2,3,3,2,4,5,2,63,1,20,317
2,1,4,2,2,3,4,2,5,4,1,2,2,4,3,2,4,4,4,1,52,1,40,160
1,1,1,4,1,4,2,1,5,5,3,2,1,4,1,2,4,1,4,1,42,2,64,199
4,4,3,2,4,4,4,2,4,3,2,4,2,2,5,2,1,4,4,3,65,1,33,62
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,5,5,5,5,100,1,23,117
2,2,4,5,5,4,1,4,4,4,1,1,2,4,5,2,1,4,5,1,57,2,26,252
2,4,4,2,4,3,2,3,4,3,1,3,2,1,3,2,3,3,5,3,67,1,24,217
3,2,2,1,2,5,2,2,5,4,2,5,1,1,1,4,2,4,4,1,55,2,23,444
4,4,1,3,4,1,1,4,2,2,1,5,4,2,4,1,2,4,5,4,84,1,37,376
3,2,3,4,4,4,2,4,4,5,2,4,3,3,2,2,2,4,1,2,56,2,28,1604
2,1,3,5,1,3,2,1,5,5,3,1,1,5,1,4,3,2,5,3,40,1,30,132
5,3,2,2,4,4,4,3,4,2,1,5,1,1,4,1,1,4,4,1,68,1,35,271
3,2,2,4,3,4,2,4,4,4,4,5,3,3,2,3,2,3,3,3,57,1,41,172
2,2,2,2,3,4,4,2,5,5,4,5,2,2,2,1,4,3,4,1,55,2,23,198
5,5,2,1,1,3,1,5,2,2,1,5,1,2,5,2,1,5,5,1,77,1,21,118
2,3,3,2,2,1,1,4,5,4,2,4,4,2,1,4,2,5,3,3,63,1,41,135
1,5,3,1,4,4,3,4,4,5,1,5,2,3,5,3,2,3,5,3,66,2,43,224
2,4,5,1,1,5,3,2,5,4,1,1,1,1,1,1,3,1,4,1,49,2,57,144
4,2,4,2,4,3,4,4,4,2,2,5,1,1,3,1,3,3,1,3,64,1,23,212
1,2,4,3,2,4,4,3,4,5,2,1,1,2,3,4,4,2,4,2,47,2,21,294
2,2,4,4,2,4,2,2,4,4,4,2,2,2,4,4,2,2,1,2,45,1,45,248
3,2,2,3,4,4,4,4,4,4,2,4,2,2,3,3,4,4,4,1,61,2,41,218
3,2,4,1,4,3,3,2,4,4,1,5,2,2,3,1,3,4,3,2,64,1,42,168
5,4,4,3,4,4,4,4,4,3,2,4,4,3,3,3,2,4,4,3,65,1,37,203
3,2,5,3,5,5,5,4,5,5,3,4,5,3,5,4,3,5,5,1,58,2,27,196
3,4,4,2,4,1,1,3,4,2,1,5,5,1,4,1,1,5,5,3,79,2,-9,206
2,3,2,4,2,2,1,4,4,3,2,3,2,3,3,2,3,4,4,4,65,1,20,131
2,4,4,3,3,3,3,1,5,4,2,2,1,2,3,4,2,3,1,2,48,2,17,456
4,3,4,3,2,2,4,4,4,4,3,5,3,2,4,4,3,4,3,4,63,2,14,340
3,2,4,3,2,3,3,2,4,2,3,2,1,3,4,3,5,2,4,1,54,2,47,323
2,2,4,4,1,3,2,2,4,4,2,2,1,3,4,3,2,4,3,1,49,1,55,228
3,5,4,4,5,3,5,5,2,2,1,5,4,1,4,1,1,4,4,1,72,2,23,104
4,4,2,2,3,2,2,4,2,3,2,5,3,1,2,1,5,3,4,2,76,1,33,203
1,2,4,2,5,4,2,3,4,4,2,4,2,2,4,5,3,4,5,3,61,1,32,172
4,2,4,3,4,5,4,4,5,4,4,4,5,2,2,4,2,4,1,1,52,1,51,289
4,2,4,1,4,2,2,2,4,4,1,5,4,1,3,2,2,4,5,4,72,1,31,241
2,2,4,4,3,2,1,1,2,4,1,4,2,3,2,1,2,5,5,1,61,2,48,384
2,2,4,4,2,5,4,2,5,4,3,3,0,3,3,5,3,2,1,3,40,1,24,247
2,2,4,4,3,4,3,4,5,4,2,3,2,4,4,3,1,4,3,3,52,1,21,243
4,4,1,2,5,1,1,2,1,2,1,4,4,2,4,2,1,2,3,2,76,2,23,104
2,1,4,3,5,2,2,4,4,3,1,5,4,2,4,2,1,4,1,2,64,1,35,176
4,4,4,4,3,2,2,2,3,2,1,4,1,4,3,4,3,4,5,1,62,2,28,118
2,3,2,4,4,3,2,3,4,4,3,2,3,3,3,0,2,4,4,2,61,2,34,115
5,3,1,4,3,2,2,4,3,2,1,4,4,2,3,4,1,4,5,4,73,1,26,115
4,2,2,3,1,1,1,3,4,3,2,5,3,2,4,2,1,4,5,2,68,1,21,162
2,3,3,4,4,3,3,1,4,4,1,3,2,4,4,4,3,2,4,2,54,2,22,28990
4,5,2,1,5,2,2,3,4,2,1,4,2,1,5,2,3,5,5,4,82,2,24,1863
4,3,4,2,4,3,4,2,4,4,2,4,2,2,3,2,2,3,4,2,60,2,22,97
3,4,4,2,2,4,2,4,5,4,3,4,2,2,2,4,2,2,2,1,52,1,28,410
2,4,2,3,5,1,2,3,3,4,1,5,4,2,1,3,1,4,5,5,72,1,22,363
2,2,4,4,2,4,2,2,4,4,2,2,2,2,2,4,2,2,2,2,46,2,46,211
2,2,4,2,4,4,4,4,4,4,3,4,3,2,2,4,2,3,4,2,55,1,31,138
2,2,2,2,5,2,2,2,4,4,2,4,4,1,2,2,2,4,4,2,66,2,27,172
2,2,4,5,3,4,3,3,4,4,3,4,2,3,3,2,2,3,4,3,53,1,32,135
2,2,3,3,2,4,2,2,5,4,3,3,2,3,2,3,5,2,1,1,48,1,24,457
4,5,2,3,3,2,2,4,2,2,2,4,4,2,4,2,2,4,4,2,75,1,18,184
3,4,1,3,4,1,1,4,4,2,2,3,5,3,3,2,1,3,5,3,73,1,22,128
3,4,4,4,2,2,2,3,5,4,2,2,3,4,3,5,1,3,5,3,54,2,35,113
3,2,3,4,2,4,3,2,5,4,3,2,1,3,3,4,3,2,3,2,46,3,52,207
3,2,4,3,2,3,2,2,3,4,2,4,2,2,2,2,2,3,2,3,56,2,67,152
4,4,2,1,5,1,2,4,2,2,1,5,4,1,5,1,1,4,5,4,86,1,28,135
2,2,4,5,2,4,3,2,4,4,3,2,1,3,2,4,3,2,4,2,44,2,30,149
3,2,4,3,3,4,2,3,4,4,3,2,1,3,2,3,3,2,4,3,52,1,37,155
3,2,3,2,2,3,2,2,2,3,2,4,4,1,3,1,2,4,4,1,66,2,25,142
1,1,5,1,4,4,2,1,5,4,1,5,1,3,3,2,3,1,1,1,49,1,36,310
1,1,5,1,4,4,2,1,5,4,1,5,1,3,3,2,3,1,1,1,49,1,36,336
1,1,5,1,1,5,5,1,5,5,1,5,1,5,1,5,1,1,1,1,32,1,36,396
1,1,5,1,1,5,5,1,5,5,1,1,1,5,1,5,1,1,1,1,28,1,36,510
1,1,5,1,1,5,5,1,5,5,5,1,1,5,1,5,1,1,1,1,24,1,36,526
1,1,5,5,1,5,5,1,5,5,5,1,1,5,1,5,1,1,1,1,20,1,36,541
5,5,1,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,96,1,36,633
4,4,5,4,2,5,4,1,5,3,1,3,3,2,4,4,2,2,5,1,52,1,39,241
4,4,3,4,4,4,3,3,3,2,3,2,4,3,3,1,2,4,3,4,65,2,22,503
2,2,2,4,2,2,2,2,4,2,2,2,2,3,4,2,3,2,3,2,57,2,49,169
2,3,4,3,4,2,2,3,3,3,1,4,2,1,4,2,4,2,5,1,67,1,52,293
2,2,2,1,4,3,3,1,5,4,2,4,2,1,3,2,2,2,4,2,59,1,42,252
3,2,5,3,4,2,2,2,5,4,1,4,2,2,3,2,2,4,5,2,61,2,48,243
2,2,4,4,3,4,2,2,5,1,3,3,4,3,3,4,2,2,5,2,54,2,39,141
3,4,4,1,0,4,1,4,4,4,1,5,1,1,3,4,4,4,5,4,67,1,29,353
1,2,4,4,1,4,5,2,4,3,2,2,1,2,3,3,3,2,4,1,45,2,33,120
2,2,3,4,4,2,2,2,4,4,2,1,2,3,3,2,2,1,5,1,53,1,45,184
2,2,4,4,3,3,2,2,5,4,2,4,2,4,2,1,3,4,5,5,59,2,50,231
4,3,2,4,4,2,2,3,4,3,2,4,4,3,3,2,2,4,3,3,67,2,52,254
4,4,3,4,4,2,3,4,3,3,1,4,2,2,3,2,2,4,5,4,71,1,56,169
2,2,4,3,4,4,4,4,4,4,1,5,2,3,3,3,3,4,5,2,60,1,34,230
4,2,4,5,2,4,4,2,4,3,4,2,2,3,4,4,3,4,3,4,51,1,52,337
3,2,4,4,4,4,4,3,4,4,4,2,2,4,3,4,4,3,4,2,50,2,28,257
4,2,2,1,3,2,1,4,3,3,1,4,2,3,3,2,3,4,5,3,73,1,29,236
4,4,4,2,4,2,2,2,5,5,1,2,4,1,1,2,2,2,5,3,63,2,46,157
3,4,4,3,4,3,3,2,3,2,2,4,2,2,2,3,3,4,5,5,67,1,32,118
3,3,1,3,3,4,1,2,2,2,1,2,3,2,2,1,1,2,4,2,64,1,19,188
2,3,4,4,4,2,3,2,4,4,3,3,2,2,3,4,3,2,4,2,54,1,48,313
4,4,1,2,4,2,2,4,1,2,1,5,5,2,4,4,3,3,5,2,80,1,14,448
2,2,3,3,3,3,2,2,3,3,2,4,2,2,2,4,3,4,4,1,58,2,38,228
2,2,2,3,3,4,2,2,4,4,3,3,2,3,3,4,3,3,3,2,53,1,41,498
4,3,4,1,2,2,2,2,4,2,2,2,2,1,2,4,2,2,4,1,58,2,37,129
2,2,2,3,2,2,2,4,4,2,2,3,1,3,2,2,3,2,4,1,58,1,17,190
5,4,1,2,4,2,3,4,3,1,1,4,4,1,4,1,1,4,5,4,82,1,50,153
3,4,2,2,4,3,2,4,4,3,2,4,5,1,4,1,4,5,5,5,81,2,24,475
3,4,4,4,2,3,2,2,3,3,2,4,2,3,4,5,3,4,4,2,59,1,15,119
5,4,3,1,5,1,1,5,3,2,1,5,4,2,2,1,1,4,3,5,82,1,59,130
4,4,3,3,3,3,0,4,3,3,1,3,4,3,4,2,1,4,5,4,73,1,20,111
5,5,2,1,5,2,2,4,2,2,1,4,4,3,4,2,1,4,5,4,82,1,20,176
2,2,1,4,2,5,5,1,5,4,2,1,1,4,1,5,1,1,5,1,37,2,53,345
2,3,4,2,4,4,4,2,5,5,1,4,4,2,4,5,3,4,4,4,60,2,51,896
4,2,4,3,3,3,2,2,4,4,3,4,2,3,2,2,2,2,4,1,54,1,19,609
2,2,2,4,4,2,2,2,4,3,2,2,3,2,3,1,4,5,5,1,65,1,19,637
5,4,3,4,4,2,2,1,4,2,1,4,3,4,1,4,1,5,5,1,62,1,30,128
4,5,1,1,4,3,3,4,3,2,2,2,5,1,3,2,1,4,3,4,75,1,23,353
4,5,2,2,3,2,2,3,2,1,2,3,4,2,5,2,2,4,5,4,79,1,80,170
2,4,4,5,2,4,2,2,5,0,2,2,2,4,3,4,2,2,4,2,51,2,50,172
2,4,4,4,2,3,2,2,5,4,2,4,2,2,2,2,5,2,5,1,57,1,56,186
5,5,2,3,3,1,1,4,2,2,1,4,2,1,5,1,1,5,5,1,80,2,21,114
3,2,4,3,4,4,4,3,5,4,3,4,3,4,2,3,3,3,4,3,54,1,49,301
4,5,1,1,5,2,1,2,4,2,3,5,5,1,1,1,1,4,5,5,80,1,22,202
3,4,4,2,4,1,1,4,1,3,1,4,5,1,5,2,1,4,5,1,78,1,20,263
4,4,2,2,4,2,2,4,1,2,1,4,4,1,4,2,2,4,5,1,79,1,30,262
4,4,3,2,2,3,2,5,3,2,1,4,4,1,3,1,2,4,4,2,74,1,41,146
3,4,4,2,2,2,2,2,4,4,0,2,2,2,2,2,2,3,2,2,58,2,43,199
3,4,2,3,4,2,2,4,4,3,2,4,4,2,4,4,2,4,3,2,68,1,48,225
3,4,2,2,4,2,2,4,3,2,1,3,4,2,4,2,2,4,4,2,74,1,15,139
1,1,2,3,1,4,2,1,4,4,3,2,2,4,2,4,2,2,3,2,43,1,47,443
4,4,1,4,3,3,2,3,4,2,3,2,2,3,4,4,3,4,4,2,63,1,23,134
2,4,3,5,2,2,2,2,4,4,3,4,5,3,4,4,2,4,4,3,60,1,38,213
1,2,4,4,2,3,4,4,4,4,2,3,2,3,3,4,3,3,4,2,51,2,37,288
1,2,1,4,2,1,1,1,5,2,2,1,1,2,2,2,2,4,2,3,55,1,41,1318
4,3,2,3,5,4,2,4,2,4,1,2,4,2,2,2,1,4,4,4,69,1,16,311
2,3,3,4,4,4,4,2,4,5,1,2,2,2,4,1,1,2,4,1,53,1,21,142
5,5,1,1,5,1,1,5,3,1,1,5,5,1,5,1,1,5,5,5,94,1,16,100
2,2,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,4,2,58,2,38,176
2,1,2,2,5,3,4,4,3,4,1,4,1,1,3,4,1,4,4,3,62,1,25,146
2,2,3,4,3,3,3,2,4,4,2,3,2,3,3,4,3,4,4,2,54,2,29,139
2,4,3,4,4,3,3,4,5,3,3,3,3,3,3,2,4,4,5,3,64,1,20,349
1,4,1,4,4,1,1,1,2,3,3,1,1,2,4,1,1,4,4,1,62,1,19,153
2,1,4,3,3,2,2,2,3,4,1,3,2,3,1,4,1,3,1,3,50,1,16,380
3,4,4,4,4,3,2,3,4,4,2,4,4,3,3,2,1,3,4,4,63,1,19,196
2,3,1,2,3,4,3,4,5,4,2,4,4,2,3,4,3,2,3,1,59,1,21,232
3,4,4,4,4,3,2,3,4,4,2,4,4,3,3,2,1,3,4,4,63,1,19,515
4,3,3,4,4,5,1,2,4,2,1,4,2,1,3,2,2,2,5,2,64,1,27,178
5,5,2,2,3,1,1,3,2,2,2,4,3,1,4,2,3,3,4,3,79,2,21,76
1,1,4,4,2,4,1,2,4,5,3,3,2,4,4,3,4,2,3,2,48,1,50,284
3,2,4,3,5,2,2,3,4,5,1,5,4,3,4,3,1,4,3,4,65,1,26,140
4,2,2,4,3,2,2,3,5,4,3,2,2,3,3,4,4,2,2,1,53,1,19,121
3,2,2,4,2,2,2,1,4,2,2,2,2,4,2,3,2,4,5,2,56,1,32,138
3,2,4,3,4,4,4,2,5,4,2,3,2,2,3,5,3,2,4,2,51,2,20,214
3,1,4,4,2,1,1,4,5,4,3,2,4,2,4,4,3,4,5,1,59,1,19,147
5,2,3,3,4,2,1,5,2,5,1,5,4,1,4,2,2,4,4,5,78,1,19,385
3,2,5,3,3,2,1,4,2,1,3,2,3,2,3,5,1,1,1,3,56,1,23,122
5,3,1,1,3,1,1,4,1,1,1,5,4,1,4,3,1,4,5,4,85,1,23,190
3,2,2,5,1,4,2,2,4,4,2,3,1,4,3,2,2,3,5,3,53,2,44,208
3,2,4,4,3,4,3,2,4,4,4,3,2,3,3,4,2,2,4,2,48,1,21,203
1,2,4,4,4,2,2,2,4,4,2,4,2,2,4,2,5,2,5,1,60,2,24,206
3,5,4,4,3,2,5,4,2,4,1,4,5,2,3,2,4,4,4,3,70,1,23,238
4,4,3,3,4,2,2,5,4,5,3,4,5,4,2,2,3,2,5,4,68,1,19,300
5,2,3,2,2,1,1,4,3,4,2,2,2,2,2,4,2,4,5,4,66,1,18,166
5,3,1,1,5,1,1,2,3,4,1,4,3,1,4,1,1,4,2,2,75,1,19,139
3,2,1,1,5,2,1,4,5,4,1,5,4,1,2,1,1,5,5,2,75,2,23,207
4,3,4,4,4,2,3,4,4,2,1,3,2,2,4,4,3,4,1,3,63,1,19,163
3,1,3,4,1,4,3,3,4,5,3,1,3,1,1,3,3,3,5,1,49,1,19,197
4,5,4,2,5,3,1,5,5,5,0,2,1,2,2,1,2,5,5,4,71,2,25,339
3,2,2,4,2,2,4,2,4,4,2,2,2,2,2,2,3,4,2,2,54,2,24,241
4,4,5,2,4,5,3,4,4,2,1,3,1,2,1,4,3,4,3,3,60,1,19,170
3,1,1,3,3,2,2,3,3,4,2,4,3,1,2,5,2,3,3,4,62,1,21,212
4,3,4,4,3,3,1,2,3,3,3,5,4,2,3,2,1,4,4,3,65,1,26,195
5,5,1,3,5,1,1,5,1,1,1,5,4,1,4,2,1,5,5,4,90,1,30,109
5,1,4,2,2,3,1,4,3,5,5,4,1,1,4,4,1,2,2,4,56,1,15,196
3,5,2,1,5,2,2,3,3,2,1,5,4,2,4,2,1,5,5,3,80,1,17,153
3,5,2,1,5,2,2,3,3,2,1,5,4,2,4,2,1,5,5,3,80,1,17,170
3,5,2,1,5,2,2,3,3,2,1,5,4,2,4,2,1,5,5,3,80,1,17,257
4,4,2,1,4,1,2,4,3,2,3,5,4,1,4,3,4,4,5,3,81,1,21,303
4,2,1,1,4,1,1,4,4,1,1,5,4,1,2,1,1,5,5,3,81,1,21,138
4,4,4,2,4,2,2,4,3,4,2,4,2,2,2,4,2,2,4,2,63,1,30,116
2,3,4,3,3,4,2,3,5,3,1,3,2,2,3,4,2,3,4,1,55,1,31,510
3,2,2,2,4,3,2,3,2,3,1,5,4,3,2,3,2,5,5,3,71,1,20,365
2,4,1,4,3,4,2,4,4,4,2,3,1,1,3,4,2,4,4,2,60,1,19,306
4,4,2,2,2,2,2,4,5,2,1,5,4,2,2,1,1,4,5,4,74,1,44,142
2,2,4,4,2,3,3,2,5,4,2,3,2,2,1,2,5,2,5,1,52,2,39,597
2,5,4,2,2,4,4,3,4,5,2,4,1,2,3,3,4,4,1,2,55,1,28,241
1,1,5,2,4,4,4,2,5,5,1,5,2,2,3,4,4,4,4,2,54,2,63,295
4,4,3,4,3,3,4,4,3,4,2,2,4,3,5,4,4,4,4,2,64,1,28,200
5,1,1,1,4,5,1,1,5,5,1,5,5,1,3,5,3,1,3,4,64,1,24,294
4,3,3,3,4,2,3,4,3,3,2,2,3,1,3,4,1,4,5,2,65,1,28,669
2,4,2,1,5,4,2,4,4,3,1,4,3,2,4,2,1,4,4,2,70,1,37,125
5,5,2,1,4,1,1,5,3,2,1,4,4,2,3,1,5,5,5,3,88,1,17,217
4,2,2,4,2,2,2,2,5,5,3,2,2,2,1,4,4,2,4,1,51,1,60,725
4,1,3,3,3,2,2,0,3,2,1,5,4,1,4,3,1,3,2,3,64,1,39,171
3,4,5,3,4,4,3,3,4,4,3,3,3,3,3,4,3,3,2,2,54,1,19,169
4,3,4,2,5,3,3,5,3,2,2,1,4,2,2,2,1,4,5,2,67,1,23,190
2,4,4,4,4,5,5,3,4,3,2,4,2,4,4,3,2,4,4,3,56,1,38,126
1,2,5,4,4,5,5,5,5,5,2,5,2,1,4,2,1,4,5,4,57,1,22,171
4,5,3,2,2,2,2,4,3,4,1,4,5,2,4,4,2,4,5,2,72,1,22,161
2,4,4,4,2,5,4,2,4,4,2,2,2,4,2,4,4,2,2,2,45,2,35,151
5,5,5,3,4,5,5,5,5,5,5,1,1,4,4,5,1,1,5,1,45,2,24,147
3,1,2,3,4,2,2,2,2,2,2,5,4,2,4,2,2,2,5,2,69,2,37,205
4,3,4,2,3,4,4,4,5,4,2,3,3,2,3,4,1,4,2,2,55,1,29,238
2,3,1,5,3,3,2,3,1,3,4,4,4,5,0,1,4,3,4,4,63,2,74,327
4,5,3,4,5,1,1,2,2,2,1,3,2,1,5,4,1,2,5,1,70,1,30,153
1,1,3,2,4,5,1,2,5,5,1,5,3,1,1,5,1,1,5,5,55,3,20,192
4,4,4,2,4,1,2,4,4,2,1,4,4,2,4,2,2,4,2,2,72,1,36,320
2,3,4,2,3,2,2,3,4,3,2,3,2,2,2,2,4,3,2,2,60,2,24,216
5,4,2,2,4,1,1,5,1,2,2,4,5,2,4,5,1,5,5,4,82,1,24,167
5,3,2,1,5,1,1,5,2,1,1,5,1,5,4,1,5,4,5,2,83,1,26,190
5,3,2,1,5,1,1,5,2,1,1,5,1,5,4,1,5,4,5,2,83,1,26,917
1,2,2,4,3,4,4,3,4,3,5,2,2,3,3,3,2,3,2,1,46,2,20,150
3,2,4,4,2,4,4,4,4,4,2,3,1,5,2,3,4,3,4,2,50,2,21,273
3,2,4,4,2,2,2,4,3,4,1,4,4,2,2,2,2,4,5,2,64,2,16,188
4,2,4,3,4,4,3,4,3,4,4,4,2,2,2,3,4,4,4,3,61,2,29,198
5,5,2,3,4,2,3,1,3,2,2,4,3,1,3,4,3,4,5,1,70,2,32,136
1,2,4,2,3,4,4,5,4,2,2,4,2,2,2,4,2,4,4,4,59,2,31,564
3,4,2,2,4,2,1,2,3,1,2,5,2,2,3,4,1,4,5,2,70,1,21,836
2,4,2,3,4,2,1,4,5,3,1,4,4,2,4,2,2,4,5,2,72,2,35,155
2,5,5,4,4,5,5,3,5,5,2,3,1,3,1,3,3,1,5,3,48,1,62,244
2,3,2,4,2,2,1,2,2,2,1,5,3,2,4,1,1,3,5,2,69,1,39,170
4,4,4,3,4,2,2,4,4,4,2,4,2,2,4,4,2,2,4,4,65,2,33,264
4,5,2,1,5,1,1,4,2,1,1,5,5,1,5,1,2,4,5,2,89,1,33,123
4,2,2,4,3,1,2,4,2,2,3,4,3,4,4,2,2,4,2,2,66,1,29,129
4,4,1,2,2,1,1,1,4,3,2,4,4,2,2,1,2,4,5,2,71,1,30,197
5,3,2,2,4,1,2,4,2,1,1,4,3,1,2,4,1,4,4,3,75,1,38,291
2,3,4,5,2,5,5,2,5,5,4,2,3,3,4,4,4,2,3,1,42,2,19,175
4,4,4,3,4,5,5,5,5,5,3,2,4,3,2,4,3,2,4,1,52,2,43,422
4,4,2,2,4,2,2,4,2,4,2,4,4,3,4,2,2,4,4,4,75,1,52,124
4,3,4,1,2,0,2,0,4,2,1,4,2,1,4,3,1,3,4,4,67,1,66,166
4,4,4,3,4,5,5,5,5,5,3,2,4,3,2,4,3,2,4,1,52,2,43,1268
5,5,1,1,5,1,1,5,1,1,1,1,5,1,5,1,1,5,5,5,92,1,16,81
1,2,0,3,2,4,2,3,5,4,2,1,2,3,1,4,3,2,1,1,46,1,19,202
5,3,4,4,5,1,3,5,5,5,1,5,1,1,3,1,1,3,4,1,65,1,18,306
2,2,3,4,4,4,3,2,5,4,4,2,2,2,3,2,2,0,3,2,47,2,45,155
2,1,5,5,4,1,1,3,5,4,1,2,5,1,4,1,1,1,5,5,63,1,45,176
2,2,4,2,2,4,3,4,5,4,2,3,4,3,2,2,1,4,4,2,55,1,39,122
1,2,5,5,2,5,4,1,5,2,3,2,1,4,4,5,5,4,3,1,42,1,22,258
4,3,1,2,4,4,2,4,3,2,1,4,3,2,4,2,1,4,2,4,72,1,36,108
2,2,3,3,2,2,2,2,2,3,2,2,2,2,1,3,2,2,4,1,54,2,34,244
5,3,3,1,5,3,3,4,4,3,1,5,5,1,4,4,1,4,1,5,73,1,52,167
4,4,3,1,4,3,1,4,3,2,1,4,3,1,4,2,3,2,5,1,75,1,17,543
4,4,4,2,4,4,3,2,4,4,3,3,0,3,3,4,4,4,4,1,56,1,20,175
1,2,5,5,2,5,4,1,5,2,3,2,1,4,4,5,5,4,3,1,42,1,22,4857
1,2,5,5,2,5,4,1,5,2,3,2,1,4,4,5,5,4,3,1,42,1,22,6250
4,3,4,2,3,3,3,5,5,3,1,3,3,2,1,4,3,2,4,2,60,1,25,180
2,2,2,4,2,3,3,2,4,4,2,2,2,4,2,4,2,3,4,2,49,2,41,188
2,3,3,1,2,2,1,2,4,1,1,3,1,1,2,4,1,5,5,2,64,1,24,385
2,2,5,3,4,3,2,1,4,4,2,4,2,3,2,2,3,4,4,1,55,2,16,127
3,3,4,1,5,3,2,3,4,2,1,4,3,2,3,4,1,4,5,2,67,1,23,166
4,4,4,3,4,3,2,3,3,3,1,4,5,1,4,3,1,5,5,4,74,3,30,349
1,2,5,5,2,5,4,1,5,5,2,2,1,3,3,5,5,2,3,2,39,2,51,246
5,2,3,4,5,2,2,5,3,2,1,4,2,1,2,1,1,3,5,4,73,1,20,1709
5,4,3,1,5,3,2,5,3,2,1,5,5,1,4,1,1,5,1,1,78,2,17,162
2,3,4,3,2,3,3,2,5,4,4,4,1,3,2,5,4,3,2,3,48,1,27,178
2,1,4,3,3,5,5,2,4,4,3,3,2,3,2,3,2,2,3,1,43,2,23,147
2,1,3,4,4,2,4,2,1,2,3,2,1,3,2,4,2,3,2,3,52,2,31,250
5,5,2,1,5,1,1,5,1,1,1,5,5,2,3,1,1,5,5,3,90,1,22,210
4,2,3,2,3,4,3,4,5,4,3,3,2,4,4,4,4,4,4,4,60,1,33,350
5,4,1,1,4,1,1,3,1,2,1,4,4,1,3,1,1,3,3,4,82,1,27,143
1,2,3,3,2,5,5,2,5,4,2,2,3,2,2,4,3,2,2,1,43,1,19,196
2,2,4,4,1,5,2,2,5,2,4,4,2,3,1,4,4,4,4,4,51,1,24,207
4,3,5,3,3,3,3,3,5,4,3,3,1,4,3,3,3,3,2,3,52,2,21,374
4,3,5,3,3,3,3,3,5,4,3,3,1,4,3,3,3,3,2,3,52,2,21,1353
3,5,4,2,4,2,3,2,4,4,2,2,4,2,4,4,2,4,4,2,63,2,39,215
5,4,4,2,4,3,5,4,5,3,1,4,3,2,3,2,4,4,4,4,70,2,28,446
3,2,4,3,4,3,1,3,4,2,2,4,4,2,3,3,3,4,4,1,65,1,24,213
2,2,4,3,2,4,2,2,4,3,1,3,1,2,3,4,2,2,4,1,51,1,24,183
4,4,2,3,3,3,3,4,3,2,1,5,5,2,4,2,2,3,5,5,77,1,22,157
4,4,2,3,4,2,2,4,2,2,1,4,4,3,4,3,2,4,4,4,76,2,19,79
3,4,3,4,2,1,2,3,2,4,2,2,5,4,4,2,1,4,4,4,66,1,27,159
4,4,2,3,4,4,4,2,4,4,4,4,4,3,4,4,2,4,3,2,59,1,31,213
2,1,4,3,2,3,0,1,5,5,3,2,2,3,4,4,2,2,4,0,46,1,26,137
5,3,5,3,3,3,3,3,5,4,3,3,3,2,3,3,2,3,4,2,57,1,22,155
4,4,4,3,4,3,3,3,4,3,1,4,2,1,4,2,3,2,5,3,68,1,22,597
5,2,2,1,2,2,2,4,5,5,1,2,4,1,1,2,2,2,5,2,64,2,22,154
1,2,2,3,2,3,0,3,3,2,2,3,3,4,3,3,2,3,3,1,58,1,15,89
1,1,2,4,2,3,2,1,5,5,3,2,1,4,2,4,2,2,1,1,38,1,50,199
